title,category,keywords,created_link,source_link,,,,
"Happy young couple planning budget, reading good news in email, refund or mortgage approval, smiling woman and man looking at laptop screen, checking finances, sitting at table at home together","People,Business/Finance","['analyze', 'app payment', 'approve calculator', 'bank offer', 'bill invoice', 'budget calculate', 'check deposit', 'client discussion', 'computer discuss', 'couple married', 'customer refund', 'decision business', 'electronic gadget', 'email notice', 'family expenses', 'female millennial', 'finance analysis', 'financial relationship', 'girl talk', 'happy tenant', 'home indoor', 'household good', 'internet application', 'investment income', 'laptop use', 'lifestyle house', 'love relations', 'male homeowners', 'man decide', 'marriage concept', 'money opportunity', 'mortgage rent', 'news notification', 'online pay', 'people receive', 'person device', 'read room', 'renters insurance', 'savings plan', 'service guy', 'smile together', 'success loan', 'surprise consider', 'tech life', 'technology economic', 'two letter', 'user accounting', 'wife husband', 'woman domestic']",https://www.shutterstock.com/image-photo/1673456551,https://image.shutterstock.com/image-photo/happy-young-couple-planning-budget-600w-1673456551.jpg,,,,
Two young men in serious discussion at home table while analysing documents together,People,"['accounts', 'adult', 'anxious', 'appearance', 'bearded', 'billing', 'brothers', 'business', 'casual', 'colleagues', 'comfortable', 'communication', 'concentrated', 'counting', 'difficulties', 'emotions', 'evaluation', 'examination', 'explication', 'expression', 'finances', 'friends', 'group', 'guys', 'home', 'indebtedness', 'indoors', 'leisure', 'lifestyle', 'looking', 'meeting', 'men', 'news', 'occupations', 'papers', 'people', 'portrait', 'project', 'room', 'serious', 'sharing', 'sitting', 'spanish', 'suspense', 'table', 'together', 'two', 'young']",https://www.shutterstock.com/image-photo/1067060948,https://image.shutterstock.com/image-photo/two-young-men-serious-discussion-600w-1067060948.jpg,,,,
"Young man writing a business plan for coffee shop on laptop computer. Handsome hipster guy keyboarding on portable net-book, sitting in cafe. Handsome male manager typing text on modern notebook","Technology,Education","['notebook', 'programmer', '4g connection', '5g wireless', 'beautiful man', 'blogging site', 'browsing wifi', 'casual wear', 'caucasian copywriter', 'co-working space', 'coffee shop', 'computing', 'contemporary gadget', 'content manager', 'creating website', 'developer applications', 'digital device', 'electronic commerce', 'experienced freelancer', 'finance plan', 'graphic designer', 'handsome blogger', 'hipster guy', 'international student', 'internet communication', 'it professional', 'keyboarding', 'laptop computer', 'magazine editor', 'media marketing', 'modern advertiser', 'online learning', 'open net-book', 'portable pc', 'process earning', 'proud businessman', 'publication page', 'reading news', 'searching information', 'skilled copywriter', 'smart male', 'social network', 'start up', 'successful writer', 'support specialist', 'typing text', 'using technology', 'watching video', 'young worker', 'youth lifestyle']",https://www.shutterstock.com/image-photo/740184580,https://image.shutterstock.com/image-photo/young-man-writing-business-plan-600w-740184580.jpg,,,,
"Young handsome man working at call center, wearing headset with microphone, copy space. Friendly male customer support operator answering callers, typing on laptop","People,Technology","['helpdesk', 'telecom', 'worker', 'adult', 'advise', 'agent', 'answer', 'assistance', 'assistant', 'business', 'call', 'call center', 'caller', 'cheerful', 'client', 'communicate', 'communication', 'consultant', 'corporate', 'customer', 'customer service', 'customer services', 'customer support', 'dispatcher', 'hands-free', 'headphones', 'headset', 'help', 'helpful', 'info', 'information', 'job', 'male', 'man', 'microphone', 'occupation', 'office', 'online', 'operator', 'phone', 'profession', 'receptionist', 'representative', 'sales', 'secretary', 'service', 'student', 'talk', 'telemarketing', 'work']",https://www.shutterstock.com/image-photo/1409964599,https://image.shutterstock.com/image-photo/young-handsome-man-working-call-600w-1409964599.jpg,,,,
Woman meeting financial adviser in office,"People,Business/Finance","['banker', 'client', 'meeting', 'consultancy', 'lawyer', 'executive', 'office', 'tax', 'advisor', 'financial', 'accountant', 'business', 'woman', 'appointment', 'agent', 'businessman', 'insurance', 'mortgage', 'people', 'adviser', 'corporate', 'indoors', 'investment', 'man', 'paperwork', 'suit', 'working']",https://www.shutterstock.com/image-photo/191000540,https://image.shutterstock.com/image-photo/woman-meeting-financial-adviser-office-600w-191000540.jpg,,,,
"Head shot smiling young creative businesswoman in glasses wearing wireless headphones, enjoying video call conversation with partners or giving professional consultation to client online in showroom.","Technology,Education","['zoom', 'adult discuss', 'assistant manager', 'atelier lesson', 'boutique involved', 'business specialist', 'call connection', 'client consultation', 'communication ideas', 'computer concentrated', 'conference planner', 'confident speak', 'consultant meeting', 'consulting professional', 'conversation customer', 'creative focused', 'decorator negotiations', 'designer eyeglasses', 'distant learning', 'earphones wedding', 'education lecture', 'enjoy hold', 'eyewear fashion', 'female freelance', 'friendly help', 'glasses look', 'happy positive', 'headphones busy', 'headset operator', 'home remote', 'internet screen', 'job motivated', 'laptop webinar', 'listen stylist', 'monitor speaker', 'office sit', 'one chat', 'online workshop', 'person project', 'problem solve', 'sales talk', 'showroom virtual', 'smiling using', 'staff training', 'successful businesswoman', 'teacher work', 'tech workplace', 'video watch', 'woman worker', 'young caller']",https://www.shutterstock.com/image-photo/1801129480,https://image.shutterstock.com/image-photo/head-shot-smiling-young-creative-600w-1801129480.jpg,,,,
One-on-one meeting.Two young business women sit at a Desk in the office. The girl shows her colleague information on the laptop screen. Women discuss their work online and blog.,"People,Business/Finance","['office', 'work', 'two', '2', 'meeting', 'talking', 'together', 'laptop', 'friends', 'indoor', 'online', 'smartphone', 'woman', 'business', 'businessperson', 'businesswoman', 'caucasian', 'co-worker', 'communication', 'computer', 'corporate', 'couple', 'cup', 'designer', 'discussion', 'female', 'gadget', 'girl', 'group', 'journal', 'look', 'person', 'planning', 'pretty', 'professional', 'school', 'show', 'showing', 'sitting', 'smile', 'take', 'teamwork', 'technology', 'training', 'university', 'using', 'window', 'working', 'workshop', 'young']",https://www.shutterstock.com/image-photo/1732654055,https://image.shutterstock.com/image-photo/oneonone-meeting-young-business-women-600w-1732654055.jpg,,,,
Calender Planner Organization Management Remind Concept,"People,","['calendar', 'plan', 'organize', 'planner', 'computer', 'business', 'job', 'laptop', 'office', 'work', 'agenda', 'social', 'remind', 'deadline', 'diary', 'phone', 'table', 'timeline', 'hipster', 'date', 'smart', 'communication', 'education', 'memo', 'mobile', 'administration', 'creative', 'note', 'technology', 'design', 'wooden', 'workplace', 'notebook', 'activity', 'events', 'management', 'occupation', 'organization', 'organizer', 'reminder', 'schedule', 'typing', 'workspace']",https://www.shutterstock.com/image-photo/365283422,https://image.shutterstock.com/image-photo/calender-planner-organization-management-remind-600w-365283422.jpg,,,,
"Startup small business entrepreneur SME asian man writing clipboard. Portrait young Asian small business owner at warehouse home office job, online marketing packing delivery, SME e-commerce concept","People,Business/Finance","['indian', 'man', 'sme', 'business', 'asian', 'owner', 'happy', 'warehouse', 'merchant', 'office', 'small', 'box', 'shipping', 'japanese', 'portrait', 'seller', 'clipboard', 'company', 'home', 'inventory', 'logistic', 'male', 'note', 'online', 'order', 'packing', 'thai', 'arab', 'boy', 'cardboard', 'check', 'delivery', 'e-commerce', 'entrepreneur', 'freelance', 'house', 'internet', 'moving', 'paper', 'parcel', 'pen', 'product', 'record', 'send', 'shopping', 'small business', 'storage', 'success', 'work', 'write']",https://www.shutterstock.com/image-photo/1020807478,https://image.shutterstock.com/image-photo/startup-small-business-entrepreneur-sme-600w-1020807478.jpg,,,,
"WEB TRAFFIC (business, technology, internet and networking concept )","Business/Finance,","['website', 'traffic', 'web', 'site', 'boost', 'increase', 'seo', 'speed', 'stats', 'business', 'internet', 'optimization', 'statistics', 'computer', 'data', 'development', 'icon', 'visits', 'background', 'button', 'communication', 'concept', 'content', 'engine', 'finger', 'full', 'hand', 'high', 'hits', 'holding', 'improvement', 'laptop', 'marketing', 'net', 'network', 'office', 'online', 'optimize', 'page', 'search', 'sign', 'symbol', 'technology', 'text', 'views', 'virtual', 'visitors', 'word', 'www']",https://www.shutterstock.com/image-photo/582319069,https://image.shutterstock.com/image-photo/web-traffic-business-technology-internet-600w-582319069.jpg,,,,
Business Product Promotion Design Concept,"Business/Finance,","['product', 'advertising', 'analysing', 'analysis', 'brand', 'business', 'computer', 'concept', 'creative', 'creative occupation', 'creativity', 'design', 'designer', 'desk', 'device', 'digital device', 'home office', 'ideas', 'identity', 'impact', 'man', 'management', 'marketing', 'media', 'office', 'online', 'opportunity', 'organization', 'photo', 'photographer', 'plan', 'project', 'promotion', 'research', 'sales', 'strategy', 'technology', 'trademark', 'word', 'work', 'workspace']",https://www.shutterstock.com/image-photo/594581813,https://image.shutterstock.com/image-photo/business-product-promotion-design-concept-600w-594581813.jpg,,,,
Business Team Corporate Marketing Working Concept,"People,","['online', 'data', 'business', 'team', 'computer', 'analysis', 'corporate', 'work', 'internet', 'people', 'report', 'research', 'statistic', 'workspace', 'value', 'office', 'chart', 'graph', 'share', 'technology', 'revenue', 'strategy', 'meeting', 'woman', 'home', 'notebook', 'diagram', 'process', 'browsing', 'bar', 'planning', 'room', 'up', 'discussion', 'men', 'paperwork', 'place', 'start', 'information', 'analytics', 'businessmen', 'businesswoman', 'connection', 'marketing', 'messy', 'of', 'stats', 'teamwork', 'working', 'workplace']",https://www.shutterstock.com/image-photo/337921478,https://image.shutterstock.com/image-photo/business-team-corporate-marketing-working-600w-337921478.jpg,,,,
"Melbourne, Australia - Feb 2, 2018: Browsing the Amazon online shopping store on a smartphone. Amazon is the largest online retailer in the world.",Business/Finance,"['amazon', 'online', 'product', 'search', 'phone', 'store', 'web', 'business', 'buy', 'display', 'mobile', 'retail', 'shopping', 'android', 'app', 'application', 'close-up', 'closeup', 'computer', 'defocused', 'device', 'editorial', 'electronic', 'finger', 'hand', 'illustrative', 'interface', 'internet', 'macro', 'market', 'purchase', 'screen', 'service', 'shop', 'smart', 'smartphone', 'technology', 'website']",https://www.shutterstock.com/image-photo/1030661701,https://image.shutterstock.com/image-photo/melbourne-australia-feb-2-2018-600w-1030661701.jpg,,,,
"Ryazan, Russia - May 13, 2018: Google url shortener website on the display of PC, url - Goo.gl",Technology,"['address', 'brand', 'browser', 'company', 'computer', 'content', 'data', 'editorial', 'front', 'front page', 'goo gl', 'googl', 'google', 'home', 'homepage', 'http', 'icon', 'illustrative', 'index', 'internet', 'logo', 'online', 'page', 'pc', 'screen', 'server', 'sign', 'site', 'symbol', 'tool', 'url', 'web', 'website', 'world wide web', 'www']",https://www.shutterstock.com/image-photo/1091944733,https://image.shutterstock.com/image-photo/ryazan-russia-may-13-2018-600w-1091944733.jpg,,,,
Message Online Chat Social Text Concept,"Technology,","['email', 'marketing', 'social', 'mail', 'media', 'design', 'subject', 'correspondence', 'digital', 'electronic', 'inbox', 'online', 'receive', 'technology', 'using', 'browsing', 'cafe', 'chat', 'communication', 'compose', 'contacts', 'create', 'feedback', 'graphics', 'hands', 'illustration', 'internet', 'letter', 'message', 'network', 'networking', 'pointing', 'research', 'searching', 'send', 'style', 'tablet', 'text', 'touchscreen']",https://www.shutterstock.com/image-photo/408845122,https://image.shutterstock.com/image-photo/message-online-chat-social-text-600w-408845122.jpg,,,,
"CHIANG MAI, THAILAND - AUG 26, 2018: Close up of ebay app on a Apple iPhone 6 screen. ebay is one of the largest online auction and shopping websites.",Technology,"['ebay', 'sell', 'app', 'auction', 'bid', 'net', 'online', 'phone', 'shopping', 'brand', 'browser', 'business', 'buy', 'coffee', 'commerce', 'communication', 'company', 'concept', 'connection', 'consumer', 'corporation', 'digital', 'display', 'ecommerce', 'editorial', 'electronic', 'find', 'global', 'globalization', 'illustrative', 'interface', 'internet', 'investigate', 'investigation', 'iphone', 'latte', 'logo', 'magnifier', 'magnify', 'marketing', 'media', 'modern', 'monitor', 'multimedia', 'multinational', 'network', 'page', 'retailer', 'screen', 'smartphone']",https://www.shutterstock.com/image-photo/1164928561,https://image.shutterstock.com/image-photo/chiang-mai-thailand-aug-26-600w-1164928561.jpg,,,,
"Stack gold coins and plant with growing for saving money put on the wood in the morning sunlight, Business investment concept.","Backgrounds/Textures,Business/Finance","['value', 'money', 'business', 'wealth', 'increase', 'economy', 'financial', 'loan', 'estate', 'investor', 'plan', 'abundance', 'account', 'auction', 'bank', 'benefit', 'blank', 'bonus', 'bottle', 'budget', 'coin', 'currency', 'debt', 'deposit', 'development', 'dollar', 'earnings', 'economic', 'exchange', 'finance', 'fresh', 'fund', 'growing', 'growth', 'income', 'interest', 'invest', 'investment', 'jar', 'leaf', 'mortgage', 'payment', 'pension', 'prosperity', 'retirement', 'rich', 'savings', 'success', 'tax', 'tree']",https://www.shutterstock.com/image-photo/705900145,https://image.shutterstock.com/image-photo/stack-gold-coins-plant-growing-600w-705900145.jpg,,,,
"Freelance Work. Happy Millennial Indian Man Working On Computer At Home Office, Sitting At Desk With Laptop, Handsome Western Guy Looking At Device Screen And Smiling, Enjoying Remote Job, Copy Space","People,Technology","['indian', 'laptop', 'man', 'work', 'desk', 'computer', 'freelancer', 'guy', 'home', 'office', 'using', 'leadership', 'remote', 'boss', 'glasses', 'male', 'online', 'professional', 'young', 'adult', 'business', 'businessman', 'caffeine', 'career', 'coffee', 'copy space', 'cup', 'drink', 'drinking', 'employee', 'entrepreneur', 'financial', 'freelance', 'handsome', 'indoors', 'internet', 'job', 'manager', 'millennial', 'modern', 'people', 'side view', 'smiling', 'success', 'successful', 'technology', 'western', 'worker', 'workplace']",https://www.shutterstock.com/image-photo/1865864515,https://image.shutterstock.com/image-photo/freelance-work-happy-millennial-indian-600w-1865864515.jpg,,,,
"businessman working on desk office with using a calculator to calculate the numbers, finance accounting concept","People,Business/Finance","['account', 'money', 'business', 'bookkeeper', 'businessman', 'capital', 'office', 'desk', 'document', 'work', 'financial', 'concept', 'tax', 'income', 'trade', 'analysis', 'chart', 'hand', 'data', 'economy', 'paper', 'stock', 'report', 'balance', 'coffee', 'market', 'graph', 'paperwork', 'statistics', 'pen', 'investment', 'research', 'closeup', 'growth', 'accountancy', 'accountant', 'accounting', 'banking', 'calculate', 'calculation', 'calculator', 'computer', 'earnings', 'expenses', 'finance', 'funds', 'invest', 'management', 'marketing', 'workplace']",https://www.shutterstock.com/image-photo/750073606,https://image.shutterstock.com/image-photo/businessman-working-on-desk-office-600w-750073606.jpg,,,,
Photo portrait of guy holding glasses working on pc at table in modern industrial office indoors,"People,Business/Finance","['business', 'businessman', 'casual', 'clever', 'coach', 'computer', 'denim', 'desktop', 'developer', 'distance', 'emotion', 'employee', 'employer', 'employment', 'entrepreneur', 'expression', 'freelancer', 'fun', 'glasses', 'guy', 'hair', 'handsome', 'happy', 'indoor', 'internet', 'job', 'joy', 'male', 'man', 'manager', 'marketer', 'networking', 'office', 'online', 'pc', 'professional', 'programmer', 'remote', 'shirt', 'smart', 'smile', 'software', 'spectacles', 'student', 'virtual', 'work', 'worker', 'workplace', 'workstation', 'young']",https://www.shutterstock.com/image-photo/1897478032,https://image.shutterstock.com/image-photo/photo-portrait-guy-holding-glasses-600w-1897478032.jpg,,,,
"Young asian entrepreneur, Teenager online business owner work at home, Women packing product that customer order from the website, delivered as a package, use services parcel delivery shipping company","Business/Finance,Technology","['online', 'store', 'asian', 'business', 'laptop', 'outlet', 'owner', 'seller', 'advertising', 'beautiful', 'box', 'businessperson', 'carton', 'computer', 'delivery', 'e-commerce', 'entrepreneur', 'female', 'freelance', 'girl', 'happy', 'home', 'house', 'internet', 'job', 'logistic', 'marketing', 'merchandise', 'merchant', 'online shopping', 'order', 'package', 'parcel', 'product', 'retail', 'sell', 'shipping', 'shopkeeper', 'shopping', 'small', 'sme', 'smile', 'startup', 'thai', 'vendor', 'woman', 'work', 'working', 'young']",https://www.shutterstock.com/image-photo/1864484752,https://image.shutterstock.com/image-photo/young-asian-entrepreneur-teenager-online-600w-1864484752.jpg,,,,
Online Ecommerce Shopping Website Or Store On Smartphone Screen,Technology,"['ecommerce', 'website', 'shop', 'screen', 'adult', 'browsing', 'caucasian', 'closeup', 'communication', 'consumers', 'desk', 'device', 'display', 'finger', 'hand', 'hands', 'holding', 'human', 'indoors', 'internet', 'keypad', 'laptop', 'male', 'man', 'men', 'mobile', 'one', 'online', 'phone', 'portable', 'searching', 'shopping', 'smartphone', 'store', 'technology', 'text', 'wireless', 'young']",https://www.shutterstock.com/image-photo/1796351962,https://image.shutterstock.com/image-photo/online-ecommerce-shopping-website-store-600w-1796351962.jpg,,,,
Shopping online concept - Parcel or Paper cartons with a shopping cart logo in a trolley on a laptop keyboard. Shopping service on The online web. offers home delivery.,Business/Finance,"['marketplace', 'online', 'commerce', 'e', 'digital', 'direct', 'retail', 'procurement', 'ecommerce', 'sale', 'business', 'shop', 'distributor', 'logistic', 'product', 'sell', 'web', 'cart', 'industry', 'catalog', 'everything', 'freight', 'holiday', 'internet', 'money', 'purchase', 'store', 'buy', 'category', 'chain', 'concept', 'consumer', 'cyber', 'delivery', 'free', 'gateway', 'home', 'laptop', 'market', 'paper', 'parcel', 'place', 'price', 'retailer', 'shipping', 'shopping', 'supplier', 'things', 'transport', 'website']",https://www.shutterstock.com/image-photo/1324185140,https://image.shutterstock.com/image-photo/shopping-online-concept-parcel-paper-600w-1324185140.jpg,,,,
Affiliate Marketing text on modern laptop screen in office environment. 3D render illustration business text concept.,Business/Finance,"['affiliate', 'engine', 'network', 'online', 'optimization', 'referral', 'search', 'traffic', '3d rendering', 'advertisement', 'advertiser', 'advertising', 'affiliates', 'agencies', 'business', 'commerce', 'commercial', 'concept', 'conceptual', 'customer', 'design', 'e-mail', 'economy', 'finance', 'illustration', 'internet', 'laptop', 'market', 'marketing', 'methods', 'money', 'notebook computer', 'partner', 'partnership', 'product', 'products', 'profit', 'project', 'promotion', 'representation', 'revenue', 'sales', 'seo', 'social', 'strategy', 'text', 'web', 'website', 'word', 'www']",https://www.shutterstock.com/image-photo/1048683329,https://image.shutterstock.com/image-illustration/affiliate-marketing-text-on-modern-600w-1048683329.jpg,,,,
Portrait of a concentrated mature business woman working on a laptop while sitting at the table at home,"People,","['woman', 'computer', 'business', 'laptop', 'serious', 'professional', 'work', 'adult', 'office', 'home', 'mature', 'young', 'notebook', 'glasses', 'people', 'desk', 'person', 'looking', 'table', 'portrait', 'smart', 'technology', 'worker', 'attractive', 'businesswoman', 'document', 'house', 'information', 'internet', 'pensive', 'beautiful', 'books', 'caucasian', 'concentrated', 'connection', 'female', 'indoor', 'interior', 'job', 'lifestyle', 'online', 'room', 'sitting', 'studying', 'thinking', 'thoughtful']",https://www.shutterstock.com/image-photo/637241002,https://image.shutterstock.com/image-photo/portrait-concentrated-mature-business-woman-600w-637241002.jpg,,,,
Young business woman working online shopping at her home,"People,Business/Finance","['sell', 'home', 'business', 'package', 'box', 'delivery', 'storage', 'logistic', 'shipping', 'woman', 'document', 'girl', 'isolated', 'looking', 'young', 'accounting', 'background', 'brown', 'businesswoman', 'cardboard', 'cargo', 'caucasian', 'check', 'container', 'entrepreneur', 'female', 'freelance', 'hand', 'mail', 'marketing', 'news', 'notebook', 'online marketing', 'online shopping', 'order', 'paper', 'parcel', 'pen', 'postman', 'promote', 'stack', 'standing', 'transport', 'transportation', 'workshop']",https://www.shutterstock.com/image-photo/683532874,https://image.shutterstock.com/image-photo/young-business-woman-working-online-600w-683532874.jpg,,,,
Beautiful young girl working in call center looking at laptop and using headset when talking to customers.,Business/Finance,"['job', 'telephone', 'agent', 'assistance', 'beautiful', 'business', 'businesswoman', 'call', 'call center', 'casual', 'caucasian', 'client', 'communication', 'company', 'computer', 'confident', 'consultant', 'corporate', 'customer', 'customer service', 'digital', 'employee', 'female', 'hands', 'happy', 'happy at work', 'happy woman', 'headphones', 'headset', 'headset man', 'internet', 'loving job', 'office', 'online', 'online interview', 'operator', 'phone', 'professional', 'relaxed', 'service', 'smiling', 'startup', 'suit', 'support', 'talking', 'technology', 'woman', 'work', 'worker', 'young']",https://www.shutterstock.com/image-photo/1346074865,https://image.shutterstock.com/image-photo/beautiful-young-girl-working-call-600w-1346074865.jpg,,,,
"Female young hispanic school math teacher, college tutor coach looking at webcam and talking in classroom giving virtual teaching remote class online lesson by zoom conference call on laptop computer.","People,Education","['adult app', 'application board', 'brazilian teacher', 'broadcast call', 'camera campus', 'chat children', 'class classroom', 'coaching college', 'communication computer', 'concept conference', 'coronavirus course', 'education elearning', 'ethnic exam', 'examination explaining', 'eyeglasses face', 'girl glasses', 'high hispanic', 'home homework', 'image indian', 'internet job', 'kid knowledge', 'lady latin', 'latina latino', 'learn lecture', 'lesson live', 'looking math', 'mathematics meeting', 'notebook office', 'one online', 'online webinar', 'pc people', 'person professional', 'pupil quarantine', 'remote school', 'remote teaching', 'serious sitting', 'smart speaking', 'student study', 'table talking', 'technology training', 'tutor tutorial', 'university video', 'videocall videoconference', 'virtual web', 'webcam webcamera', 'webcast webinar', 'white whiteboard', 'woman work', 'worker workplace', 'young zoom']",https://www.shutterstock.com/image-photo/1731088219,https://image.shutterstock.com/image-photo/female-young-hispanic-school-math-600w-1731088219.jpg,,,,
Support and online consultation from home. Woman with headset works remotely at laptop gesticulating with hands in interior of living room,"Business/Finance,Technology","['online', 'work', 'remote', 'headset', 'home', 'laptop', 'review', 'support', 'woman', 'adult', 'advice', 'assistance', 'blog', 'blog home', 'blogger', 'broadcast', 'business', 'chat', 'client', 'communication', 'consultation', 'content', 'covid', 'digital', 'epidemic', 'follower', 'free space', 'gesticulating', 'health', 'indoor', 'interior', 'internet', 'job', 'living room', 'media', 'modern', 'online consultation', 'online psychologist', 'online work', 'podcast', 'profession', 'professional', 'quarantine', 'remotely', 'table', 'tablet', 'technology', 'therapist', 'webinars']",https://www.shutterstock.com/image-photo/1747481066,https://image.shutterstock.com/image-photo/support-online-consultation-home-woman-600w-1747481066.jpg,,,,
"Female general practitioner wears white coat and headset speaking videoconferencing on laptop computer using online video call consultation app. Remote medical help for distance patient, telemedicine.","Technology,Healthcare/Medical","['videocall', 'adult therapy', 'advice support', 'application desk', 'business explaining', 'camera visit', 'care center', 'client speak', 'clinic medic', 'communication device', 'computer webcam', 'conference conversation', 'corona virus', 'coronavirus chat', 'digital specialist', 'distance people', 'doctor telehealth', 'ehealth quarantine', 'electronic gadget', 'family therapist', 'female headphone', 'flu treatment', 'headset microphone', 'health practitioner', 'healthcare software', 'help hotline', 'home assistance', 'hospital remote', 'image looking', 'insurance worker', 'internet wireless', 'job consulting', 'laptop stethoscope', 'medical physician', 'medicine online', 'modern screen', 'nurse talking', 'office sick', 'patient using', 'person tech', 'professional young', 'table woman', 'technology virtual', 'tele call', 'telemedicine concept', 'video service', 'videoconference meeting', 'web cam', 'webcamera work', 'zoom']",https://www.shutterstock.com/image-photo/1720780180,https://image.shutterstock.com/image-photo/female-general-practitioner-wears-white-600w-1720780180.jpg,,,,
Handsome man making video blog. Focus on smartphone.,People,"['smartphone', 'video', 'home', 'man', 'record', 'self', 'actor', 'adult', 'anchorman', 'attractive', 'blog', 'blogger', 'blogging', 'broadcast', 'camera', 'communication', 'digital', 'equipment', 'film', 'freelance', 'gesture', 'good', 'greeting', 'guy', 'handsome', 'hello', 'hobby', 'internet', 'journalist', 'male', 'mobile', 'movie', 'online', 'phone', 'presentation', 'shooting', 'showing', 'social', 'stream', 'success', 'technology', 'trendy', 'tripod', 'video camera', 'video log', 'videoblog', 'vlog', 'vlogger', 'you']",https://www.shutterstock.com/image-photo/1316193527,https://image.shutterstock.com/image-photo/handsome-man-making-video-blog-600w-1316193527.jpg,,,,
"Asian financial Man market analyst working At Home office, Businessman using laptop, Graphs and diagram on notebook screen.",People,"['work', 'laptop', 'asian', 'asia', 'man', 'office', 'computer', 'business', 'businessman', 'digital', 'people', 'report', 'using', 'tablet', 'coffee', 'concept', 'handsome', 'information', 'mobile', 'person', 'professional', 'technology', 'worker', 'analysis', 'analytics', 'caucasian', 'communication', 'corporate', 'data', 'desk', 'document', 'documents', 'finance', 'financial', 'graphs', 'internet', 'job', 'lifestyle', 'male', 'management', 'market', 'marketing', 'online', 'paper', 'smart', 'statistics', 'strategy', 'success', 'table', 'workplace']",https://www.shutterstock.com/image-photo/1164405379,https://image.shutterstock.com/image-photo/asian-financial-man-market-analyst-600w-1164405379.jpg,,,,
"Focused young Caucasian man look at laptop screen calculate expenses expenditures pay bills taxes online. Millennial male busy managing household family budget, take care of financial paperwork.","People,Business/Finance","['30s male', 'account manage', 'accountant calculator', 'app payment', 'application job', 'balance cost', 'banking counting', 'budget paperwork', 'business concentrated', 'businessman analyze', 'busy household', 'candid living', 'casual looking', 'charge money', 'check deposit', 'clever home', 'computer calculation', 'credit note', 'debt loan', 'document system', 'earnings concept', 'economy desk', 'electronic invoice', 'entrepreneur finance', 'expenditure consider', 'expenses bill', 'family paying', 'financial intelligent', 'focused people', 'house utility', 'income calculate', 'insurance save', 'investment savings', 'lifestyle make', 'machine plan', 'man 20s', 'management service', 'millennial laptop', 'notebook papers', 'office sit', 'online web', 'person think', 'room study', 'smart worker', 'success work', 'tax using', 'young table']",https://www.shutterstock.com/image-photo/1817934827,https://image.shutterstock.com/image-photo/focused-young-caucasian-man-look-600w-1817934827.jpg,,,,
"Serious businesswoman in headphones watching webinar on laptop making notes, learning studying computer course, making call, participating online conference, interpreter translating training class",Business/Finance,"['app application', 'attentive audio', 'broadcast business', 'businesswoman call', 'chat class', 'communication company', 'computer concentrated', 'concept conference', 'corporate course', 'desk device', 'digital distance', 'distant e-learning', 'earphones education', 'electronic employee', 'entrepreneur executive', 'female focused', 'foreign free', 'girl headphones', 'headset help', 'important improvement', 'internet interpreter', 'job knowledge', 'lady language', 'laptop learn', 'lecture lesson', 'listening live', 'manager media', 'memorizing memory', 'millennial music', 'notes office', 'online outline', 'pc pen', 'people person', 'personal planning', 'podcast practice', 'professional remote', 'research self', 'seminar serious', 'service sitting', 'software student', 'study technology', 'test thinking', 'training translate', 'translator tutorial', 'video watching', 'web webinar', 'woman worker', 'working workplace', 'writing young']",https://www.shutterstock.com/image-photo/1126190444,https://image.shutterstock.com/image-photo/serious-businesswoman-headphones-watching-webinar-600w-1126190444.jpg,,,,
"LAMPHUN, THAILAND - July 8, 2018: In a hand for man with social networking service Youtube on the screen IPhone6.YouTube is the popular online video sharing website.","Business/Finance,Technology","['youtube', 'video', 'digital', 'laptop', 'playlist', 'mobile', 'using', 'home', 'iphone', 'man', 'phone', 'upload', 'device', 'music', 'online', 'screen', 'apple', 'autumn', 'communications', 'computer', 'connectivity', 'content', 'create', 'creative', 'demand', 'editorial', 'followers', 'illustration', 'influencer', 'interior', 'internet', 'media', 'mobility', 'network', 'park', 'relaxing', 'smartphone', 'social', 'song', 'streaming', 'technology', 'thailand', 'touchscreen', 'videoblog', 'views', 'vlog', 'website', 'wifi', 'woman', 'workplace']",https://www.shutterstock.com/image-photo/1131922244,https://image.shutterstock.com/image-photo/lamphun-thailand-july-8-2018-600w-1131922244.jpg,,,,
Film maker pointing at the monitor in home office while working on post production for a movie. Video editor wearing headphones.,"Business/Finance,Technology","['video', 'production', 'editor', 'content', 'montage', 'film', 'creative', 'multimedia', 'computer', 'digital', 'software', 'monitor', 'movie', 'color', 'designer', 'maker', 'office', 'screen', 'creator', 'display', 'freelance', 'grading', 'man', 'business', 'control', 'desk', 'job', 'media', 'modern', 'professional', 'project', 'technology', 'videographer', 'working', 'casual', 'coffee', 'colorist', 'consult', 'content creation', 'editing', 'headphones', 'male', 'night', 'post production', 'young']",https://www.shutterstock.com/image-photo/1577644270,https://image.shutterstock.com/image-photo/film-maker-pointing-monitor-home-600w-1577644270.jpg,,,,
